"sub","number","name","url"
"MUSAP","430","Applied Music IV","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/400/MUSAP-430"
"MUS","001","Concert/Recital Attendance","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/000/MUS-001"
"MUS","100","Music Fundamentals","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-100"
"MUS","101","Music Theory I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-101"
"MUS","101L","Aural Skills I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-101L"
"MUS","102","Music Theory II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-102"
"MUS","102L","Aural Skills II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-102L"
"MUS","108","Seminar in Music Appreciation: Jazz Era","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-108"
"MUS","110","Music for All Time","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-110"
"MUS","111","Introduction to Music Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-111"
"MUS","112","Introduction to World Music","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-112"
"MUS","113","Music of Love, Death and All the Rest","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-113"
"MUS","115","Beethoven: Music, Context, and Myth Making","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-115"
"MUS","116","Mozart: Music, Context and Myth Making","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-116"
"MUS","121","Sinfonia","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-121"
"MUS","122","Concert Band","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-122"
"MUS","123","Major Sixth Vocal Ensemble","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-123"
"MUS","124","Jazz Ensemble","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-124"
"MUS","125","Chamber Ensemble","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-125"
"MUS","126","Chorale","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-126"
"MUS","127","Chamber Ensemble - Singers","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-127"
"MUS","128","Vocal Jazz Ensemble","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-128"
"MUS","129","Wind Ensemble & Yote Band","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-129"
"MUS","133","Class Voice","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-133"
"MUS","138","English and Italian Diction for Singers","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-138"
"MUS","139","French and German Diction","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-139"
"MUS","145","Introduction to Jazz History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-145"
"MUS","155","Music, Movies and Video Games","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-155"
"MUS","201","Music Theory III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-201"
"MUS","201L","Aural Skills III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-201L"
"MUS","202","Music Theory IV","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-202"
"MUS","206","American Roots Music","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-206"
"MUS","215","Survey of Opera History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-215"
"MUS","220","Introduction to Music Technology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-220"
"MUS","231","Piano Proficiency Exam","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-231"
"MUS","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/200/MUS-294"
"MUS","301","Eighteenth-Century Counterpoint","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-301"
"MUS","308","Performing Britannia and Celtica: the Music of Britain","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-308"
"MUS","311","Music History I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-311"
"MUS","312","Music History II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-312"
"MUS","327","Musical Theatre/Opera Workshop","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-327"
"MUS","333","Vocal Pedagogy and Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-333"
"MUS","337","Practicum Orchestral Literature Violin, Viola, Cello","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-337"
"MUS","341","Beginning Conducting","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-341"
"MUS","342","Advanced Conducting","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-342"
"MUS","345","Teaching Band Instruments","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-345"
"MUS","350","Orchestration","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-350"
"MUS","390","Junior Recital","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-390"
"MUS","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-397"
"MUS","400","Musicology Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-400"
"MUS","425","Musical Form and Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-425"
"MUS","442","Music Methods & Materials","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-442"
"MUS","443","String Pedagogy and Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-443"
"MUS","444","Choral Pedagogy & Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-444"
"MUS","445","Band Pedagogy & Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-445"
"MUS","490","Senior Recital","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-490"
"MUS","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-494"
"MUS","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUS-Music/400/MUS-497"
"PHI","150","Critical Reasoning","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/100/PHI-150"
"PHI","201","The Good Life","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-201"
"PHI","202","Bioethics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-202"
"PHI","210","Human Nature and the Scientific World -View","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-210"
"PHI","214","Introduction to Logic","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-214"
"PHI","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-294"
"PHI","309","Feminist Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-309"
"PHI","310","Ancient Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-310"
"PHI","311","Modern Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-311"
"PHI","320","Analytic Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-320"
"PHI","321","Topics in Continental Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-321"
"PHI","331","Ethics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-331"
"PHI","340","Environmental Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-340"
"PHI","351","Philosophy of Religion","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-351"
"PHI","390","China: Change & Continuity in Philosophy & Religion","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-390"
"PHI","399","Readings in Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-399"
"PHI","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/400/PHI-494"
"PHI","498","Philosophy Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/400/PHI-498"
"PHI","499","Senior Thesis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHI-Philosophy/400/PHI-499"
"PHY","100","The Universe","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/100/PHY-100"
"PHY","105","Introduction to CAD","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/100/PHY-105"
"PHY","170","Engineering Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/100/PHY-170"
"PHY","199","Math & Physics Colloquium","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/100/PHY-199"
"PHY","199T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/100/PHY-199T"
"PHY","210","Statics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-210"
"PHY","230","Digital Electronics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-230"
"PHY","230L","Digital Electronics Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-230L"
"PHY","231","General Physics I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-231"
"PHY","231L","General Physics I Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-231L"
"PHY","232","General Physics II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-232"
"PHY","232L","General Physics II Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-232L"
"PHY","240","Electrical and Electronic Circuits","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-240"
"PHY","240L","Electircal and Electronic Circuits Laboratory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-240L"
"PHY","257","Maya Astronomy, Mathematics, and Culture","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-257"
"PHY","271","Analytical Physics I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271"
"PHY","271L","Analytical Physics I Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271L"
"PHY","272","Analytical Physics II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-272"
"PHY","272L","Analytical Physics II Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-272L"
"PHY","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-294"
"PHY","299T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-299T"
"PHY","301","Theoretical Mechanics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-301"
"PHY","313","Thermal Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-313"
"PHY","330","Electricity & Magnetism","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-330"
"PHY","399T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-399T"
"PHY","400","Quantum Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-400"
"PHY","450","Experimental Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-450"
"PHY","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-494"
"PHY","496","Independent Research in Astronomy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-496"
"PHY","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-497"
"PHY","499T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-499T"
"POE","100","Essentials of American Government","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-100"
"POE","102","Debate","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-102"
"POE","105","Career Exploration in Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-105"
"POE","120","International Politics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-120"
"POE","130","Global Issues","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-130"
"POE","140","Privilege and Oppression","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-140"
"POE","199","Model United Nations I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-199"
"POE","199T","Special Topics in Economics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-199T"
"POE","199T.2","Special Topic: Poverty in Africa & Asia","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-199T-2"
"POE","241","Introduction to Public Policy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-241"
"POE","250","Introduction to Political Philosophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-250"
"POE","255","Introduction to Political Philosophy Through Plato","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-255"
"POE","260","Comparative Politics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-260"
"POE","263","Introduction to Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-263"
"POE","299","Evidence, Proof, and Knowledge","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-299"
"POE","299T.1","Topics in Environmental Economics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-299T-1"
"POE","299T.4","The Political Economy of Foreign Aid","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-299T-4"
"POE","300","Constitutional Law I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-300"
"POE","301","Constitutional Law II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-301"
"POE","305","Theories of Democracy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-305"
"POE","307","The Legislative Process","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-307"
"POE","309","The American Presidency","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-309"
"POE","310","Mock Supreme Court","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-310"
"POE","311","The Federalists & Anti-Federalists","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-311"
"POE","326","Myths of the Free Market","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-326"
"POE","335","International Law","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-335"
"POE","339","Environmental Policy Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-339"
"POE","343","Politics & Ethics Through Film","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-343"
"POE","350","Topics in Political Philsophy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-350"
"POE","350.1","Topics in Political Philosophy: Nietzsche","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-350-1"
"POE","351","Political Economy of Development","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-351"
"POE","360","Comparative Politics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-360"
"POE","362","Gender and Development","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-362"
"POE","364","State & Local Politics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-364"
"POE","368","African Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-368"
"POE","370","Political Economy of China","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-370"
"POE","374","Political Economy of SE Asia","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-374"
"POE","380","International Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-380"
"POE","392","Field Research Methods","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-392"
"POE","394","Faculty-Mentored Research","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-394"
"POE","399","Model United Nations II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399"
"POE","399T","Special Topics in Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399T"
"POE","399T.03","Domestic Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399T-03"
"POE","399T.05","SpTp:Environmntl Politics/N Thailand","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399T-05"
"POE","460","Research Abroad","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/400/POE-460"
"POE","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/400/POE-494"
"POE","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/400/POE-497"
"POE","498","Senior Seminar: Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/400/POE-498"
"POE","499","Senior Seminar: International Political Economy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/400/POE-499"
"POE","499T","Special Topics: Politics & Economics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/POE-Political-Economy/400/POE-499T"
"PSY","100","General Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-100"
"PSY","101","Introduction to Psychological Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-101"
"PSY","105","Explorations in Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-105"
"PSY","128","Human Sexuality and Intimacy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-128"
"PSY","199T","Special Topics in Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-199T"
"PSY","199T.2","Applied Behavior & Learning","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-199T-2"
"PSY","201","Introduction to Developmental Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-201"
"PSY","202","Introduction to Biological Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-202"
"PSY","203","Introduction to Cognitive Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-203"
"PSY","206","Social Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-206"
"PSY","221","Educational Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-221"
"PSY","254","Psychology & the Movies","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-254"
"PSY","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-294"
"PSY","296","Collaborative Research","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-296"
"PSY","299T","Special Topics in Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-299T"
"PSY","301","Development of Personality","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-301"
"PSY","310","Applied Statstistics/Behavioral Sciences","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-310"
