"sub","number","name","url"
"ENG","338","Postmodern Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-338"
"ENG","345","Advanced Poetry Writing Workshop","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-345"
"ENG","346","Advanced Fiction Writing Workshop","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-346"
"ENG","347","Advanced Creative Nonfiction Writing Workshop","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-347"
"ENG","446","Linguistics for Language Teachers","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/400/ENG-446"
"ENG","490","Literary Research Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/400/ENG-490"
"ENG","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/400/ENG-494"
"ENG","496","Creative Writing Capstone Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/400/ENG-496"
"ENG","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/400/ENG-497"
"ENG","498","Literature in English Capstone","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/400/ENG-498"
"ENV","151","Introduction to Human Geography","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-151"
"ENV","160","Physical Environmental Systems","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160"
"ENV","160L","Physical Environmental Systems Laboratory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160L"
"ENV","200","Nature and Culture: Introduction to Environmental Studies","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-200"
"ENV","260","Biological Environmental Interactions","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-260"
"ENV","260L","Biological Environmental Interactions Laboratory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-260L"
"ENV","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-294"
"ENV","324","Environmental Studies Overseas Prep","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-324"
"ENV","325","The Natural History of Costa Rica","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-325"
"ENV","326","Environmental Sustainability in Tropics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-326"
"ENV","350","Introduction to Geographic Information System (GIS)","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-350"
"ENV","350L","Introduction to Geographic Information System Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-350L"
"ENV","355","Urban Geography","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-355"
"ENV","357","Applied Cartography","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-357"
"ENV","389","Reading the Mountains: Scotland AbroadPrep","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-389"
"ENV","390","Reading the Mountains: Scotland and LakeDistrict Abroad","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-390"
"ENV","402","Senior Capstone","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/400/ENV-402"
"ENV","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/400/ENV-494"
"ENV","494X","Borneo Tropical Natural History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/400/ENV-494X"
"ENV","497","ENV Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENV-Environmental-Science/400/ENV-497"
"ESL","101","English As a Second Language I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ESL-English-as-a-Second-Language/100/ESL-101"
"ESL","102","English As a Second Language II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ESL-English-as-a-Second-Language/100/ESL-102"
"FRE","101","French Language and Culture I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/100/FRE-101"
"FRE","101REV","French Grammar and Phonetics Review","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/100/FRE-101REV"
"FRE","102","French Language and Culture II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/100/FRE-102"
"FRE","201","French Language and Civilization III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/200/FRE-201"
"FRE","202","French Language and Culture IV","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/200/FRE-202"
"FRE","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/200/FRE-294"
"FRE","299","Intermediate Readings in French","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/200/FRE-299"
"FRE","301","French Composition and Conversation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/300/FRE-301"
"FRE","302","French Composition and Conversation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/300/FRE-302"
"FRE","333","French and Francophone Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FRE-French/300/FRE-333"
"FYS","101","First-Year Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FYS-First-Year-Seminar/100/FYS-101"
"FYS","110","First-Year Seminar - Gipson Fellows","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/FYS-First-Year-Seminar/100/FYS-110"
"GEO","101","Physical Geology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101"
"GEO","101L","Physical Geology Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101L"
"GEO","150","Physical Geography","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-150"
"GEO","310","Earth's Dynamic Climate System","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/300/GEO-310"
"GEO","320","Watershed Hydrology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/300/GEO-320"
"GEO","410","Geomorphology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/400/GEO-410"
"GEO","410L","Geomorphology Laboratory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/400/GEO-410L"
"GEO","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GEO-Geoscience/400/GEO-494"
"GER","201","German Language and Culture III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/200/GER-201"
"GER","202","German Language and Culture IV","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/200/GER-202"
"GER","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/200/GER-294"
"GER","299","Intermediate Readings in German","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/200/GER-299"
"GER","301","German Comp & Conversation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/300/GER-301"
"GER","302","German Comp& Conversation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/300/GER-302"
"GER","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/GER-German-Language/400/GER-494"
"HHPA","100","Varsity Athletics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-100"
"HHPA","102","Varsity Sports Conditioning","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-102"
"HHPA","105","Archery","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-105"
"HHPA","106","Fly Fishing","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-106"
"HHPA","107","Fly Tying","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-107"
"HHPA","108","Trap Shooting I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-108"
"HHPA","110","Rock Climbing I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-110"
"HHPA","112","Badminton","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-112"
"HHPA","114","Tennis I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-114"
"HHPA","120","Body Conditioning","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-120"
"HHPA","122","Jog/Walk","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-122"
"HHPA","124","Yoga","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-124"
"HHPA","125","Weight Training","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-125"
"HHPA","130","Boxing I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-130"
"HHPA","132","Karate I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-132"
"HHPA","134","Self-Defense for Men I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-134"
"HHPA","136","Self-Defense for Women I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-136"
"HHPA","140","Ballet I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-140"
"HHPA","142","Jazz Dance I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-142"
"HHPA","144","Rhythmic Skills","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-144"
"HHPA","150","Swimming I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-150"
"HHPA","152","Swim Conditioning","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-152"
"HHPA","155","Scuba Diving","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-155"
"HHPA","157","Kayaking","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-157"
"HHPA","160","Physcial Education Activity","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/100/HHPA-160"
"HHPA","208","Trap Shooting II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-208"
"HHPA","210","Rock Climbing II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-210"
"HHPA","214","Tennis II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-214"
"HHPA","230","Boxing II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-230"
"HHPA","232","Karate II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-232"
"HHPA","234","Self-Defense for Men II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-234"
"HHPA","236","Self-Defense for Women II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-236"
"HHPA","242","Jazz Dance II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-242"
"HHPA","250","Swimming II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-250"
"HHPA","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/200/HHPA-294"
"HHPA","310","Wilderness First Responder","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHPA-Health-and-Human-Performance-Activity/300/HHPA-310"
"HHP","102","First Aid & CPR","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-102"
"HHP","106","Introduction to Human Anatomy andPhysiology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-106"
"HHP","106L","Introduction to Human Anatomy andPhysiology Laboratory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-106L"
"HHP","151","Personal Fitness","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-151"
"HHP","170","Team Sports Skills","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-170"
"HHP","171","Lifetime/Leisure Activities","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-171"
"HHP","200","Foundations of Physical Education","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-200"
"HHP","202","Sports Officiating","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-202"
"HHP","203","Human Health and Wellness","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-203"
"HHP","210","Coaching Methods","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-210"
"HHP","244","Care and Prevention of Injury","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-244"
"HHP","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-294"
"HHP","300","Applied Sport Psychology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-300"
"HHP","304","Motor Learning","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-304"
"HHP","312","Health Related Fitness and Exercise Prescription","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-312"
"HHP","314","Research Methods in Kinesiology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-314"
"HHP","317","Drug Use and Abuse","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-317"
"HHP","318","Applied Nutrition","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-318"
"HHP","319","Mechanical Analysis of Sport","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-319"
"HHP","321","Functional Motor Skills Testing","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-321"
"HHP","324","Management of Pe, Recreation and Athletics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-324"
"HHP","328","Elementy Curriculum Planning in Health And P E","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-328"
"HHP","329","Secondary Curriculum Planning in P E","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-329"
"HHP","343","Physiology of Exercise I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-343"
"HHP","343L","Physiology of Exercise I Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-343L"
"HHP","350","Organization and Administration School Health Programs","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-350"
"HHP","351","Instructional Methods in Health","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-351"
"HHP","370","Gross Anatomy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-370"
"HHP","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-397"
"HHP","408","Adult Fitness Programming","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-408"
"HHP","410","Exercise Metabolism","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-410"
"HHP","411","Cardiopulmonary Physiology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-411"
"HHP","434","Adapted Physical Education","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-434"
"HHP","443","Physiology of Exercise II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-443"
"HHP","443L","Physiology of Exercise II Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-443L"
"HHP","445","Environmental Human Physiology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-445"
"HHP","445L","Environmental Human Physiology Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-445L"
"HHP","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-494"
"HHP","496","Collaborative Research","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-496"
"HHP","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-497"
"HHP","498","Sport Science Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-498"
"HHP","499","Health Sciences Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-499"
"HIS","110","Civilization: Western to 1000","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/100/HIS-110"
"HIS","111","Civilization: Western to 1800","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/100/HIS-111"
"HIS","112","Civilization: World to 1800","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/100/HIS-112"
"HIS","199T","Special Topics in History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/100/HIS-199T"
"HIS","200","Introduction to the History of United States","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-200"
"HIS","202","History & the Movies","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-202"
"HIS","210","History of Modern East Asia","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-210"
"HIS","220","History of Modern Europe","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-220"
"HIS","221","Chinese Religions","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-221"
"HIS","225","History of Modern Ideas, 1750-1890","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-225"
"HIS","226","History of Modern Ideas, 1890-2000","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-226"
"HIS","230","History of Modern Latin America","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-230"
"HIS","242","The History of Christianity","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-242"
"HIS","244","Biblical Archaeology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-244"
"HIS","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-294"
"HIS","299T","Special Topics in History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/200/HIS-299T"
"HIS","300","The United States Since 1945","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-300"
"HIS","301","History of American Ideas","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-301"
"HIS","302","History of U.S. Foreign Policy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-302"
"HIS","303","The Terror","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-303"
"HIS","304","The American Westward Movement","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-304"
"HIS","306","The American South Since 1865","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-306"
"HIS","308","The War in Vietnam& America in 1960s","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-308"
"HIS","309","The American Civil War","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-309"
"HIS","311","To Kill a King: English Civil War 1638-1659","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-311"
"HIS","314","Tudor and Stuart England","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-314"
"HIS","320","Ancient Latin Language & Literature I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-320"
